Order ID,Order Date,ProductID,Quantity Ordered,customer_id
179582,04/01/2019 12:24,12,1,62
181824,04/01/2019 12:30,41,1,80
184718,04/01/2019 12:30,45,3,54
180171,04/01/2019 12:31,9,1,95
183110,04/01/2019 12:31,33,1,65
181941,04/01/2019 12:32,70,1,80
181941,04/01/2019 12:32,95,1,53
193409,04/01/2019 12:32,12,1,11
193991,04/01/2019 12:33,38,1,42
191385,04/01/2019 12:34,78,1,91
190362,04/01/2019 12:35,92,1,80
180621,04/01/2019 12:37,88,1,99
177937,04/01/2019 12:39,1,1,81
184701,04/01/2019 12:42,64,2,45
187745,04/01/2019 12:42,89,1,90
192957,04/01/2019 12:45,23,1,51
185859,04/01/2019 12:45,34,1,18
182101,04/01/2019 12:45,58,1,37
185530,04/01/2019 12:47,67,1,4
189686,04/01/2019 12:50,11,1,42
180192,04/01/2019 12:55,46,1,69
179192,04/01/2019 12:57,64,3,65
176887,04/01/2019 12:59,93,1,26
184381,04/01/2019 13:01,64,1,26
191618,04/01/2019 13:01,49,1,78
189262,04/01/2019 13:02,29,1,18
189262,04/01/2019 13:02,90,1,51
181515,04/01/2019 13:03,40,1,99
181515,04/01/2019 13:03,53,1,81
180862,04/01/2019 13:06,15,1,54
191146,04/01/2019 13:10,80,1,4
188241,04/01/2019 13:10,42,3,28
182404,04/01/2019 13:10,54,1,40
190939,04/01/2019 13:11,84,1,35
177072,04/01/2019 13:11,87,1,9
178384,04/01/2019 13:12,26,2,84
191020,04/01/2019 13:13,10,1,69
181177,04/01/2019 13:13,19,1,98
181177,04/01/2019 13:13,40,1,5
181177,04/01/2019 13:13,55,1,91
181017,04/01/2019 13:14,53,1,67
181304,04/01/2019 13:14,34,1,15
183748,04/01/2019 13:16,58,2,33
182967,04/01/2019 13:18,72,1,87
193541,04/01/2019 13:19,51,2,11
192070,04/01/2019 13:19,70,1,39
182875,04/01/2019 13:22,8,1,30
181731,04/01/2019 13:22,11,1,38
183521,04/01/2019 13:22,88,1,13
182124,04/01/2019 13:24,82,1,35
194002,04/01/2019 13:26,95,1,97
177235,04/01/2019 13:27,14,2,69
189685,04/01/2019 13:28,71,1,66
187028,04/01/2019 13:31,28,2,36
192161,04/01/2019 13:32,90,1,8
183699,04/01/2019 13:33,72,1,95
190830,04/01/2019 13:35,24,1,79
189979,04/01/2019 13:35,48,1,87
177516,04/01/2019 13:35,21,1,31
190162,04/01/2019 13:37,62,1,56
184560,04/01/2019 13:38,11,1,38
178621,04/01/2019 13:43,68,1,87
183820,04/01/2019 13:44,64,1,56
183384,04/01/2019 13:45,88,1,83
187148,04/01/2019 13:47,14,2,12
184303,04/01/2019 13:47,43,1,75
190157,04/01/2019 13:48,30,1,15
179714,04/01/2019 13:48,91,1,93
193633,04/01/2019 13:51,41,1,95
180843,04/01/2019 13:51,60,3,57
192708,04/01/2019 13:51,69,1,97
192532,04/01/2019 13:54,16,1,77
192575,04/01/2019 13:57,94,1,56
184048,04/01/2019 13:59,31,1,33
181447,04/01/2019 14:00,77,1,82
178642,04/01/2019 14:02,42,1,70
180949,04/01/2019 14:04,85,1,81
181396,04/01/2019 14:05,80,1,68
193227,04/01/2019 14:05,45,1,81
189677,04/01/2019 14:06,27,1,48
179406,04/01/2019 14:06,36,1,40
177681,04/01/2019 14:07,21,1,59
177681,04/01/2019 14:07,97,1,2
182121,04/01/2019 14:07,41,1,32
188539,04/01/2019 14:08,56,1,52
188768,04/01/2019 14:09,40,1,32
179926,04/01/2019 14:10,99,1,57
187297,04/01/2019 14:15,60,1,26
188797,04/01/2019 14:17,51,1,76
191558,04/01/2019 14:19,88,1,9
185157,04/01/2019 14:21,13,1,38
178863,04/01/2019 14:21,37,1,18
187443,04/01/2019 14:25,53,1,17
184027,04/01/2019 14:28,99,1,36
185656,04/01/2019 14:29,39,1,61
184482,04/01/2019 14:35,56,1,13
185353,04/01/2019 14:36,83,2,2
179206,04/01/2019 14:39,88,1,84
193281,04/01/2019 14:49,90,1,98
193366,04/01/2019 14:51,59,1,62
183101,04/01/2019 14:53,55,1,83
190163,04/01/2019 14:53,87,1,93
185253,04/01/2019 14:55,97,1,45
178239,04/01/2019 14:57,76,1,20
192035,04/01/2019 14:57,75,1,31
182256,04/01/2019 14:58,13,1,100
179585,04/01/2019 14:59,89,1,36
179331,04/01/2019 15:08,1,1,69
191936,04/01/2019 15:10,66,1,52
187826,04/01/2019 15:10,58,1,78
191581,04/01/2019 15:11,15,1,61
180023,04/01/2019 15:16,61,3,72
192413,04/01/2019 15:18,93,1,48
180287,04/01/2019 15:21,97,1,23
185468,04/01/2019 15:22,94,1,40
188424,04/01/2019 15:23,96,3,57
184481,04/01/2019 15:27,12,2,74
187186,04/01/2019 15:29,4,1,94
190715,04/01/2019 15:29,46,1,80
190107,04/01/2019 15:33,94,1,41
190118,04/01/2019 15:33,88,1,19
184967,04/01/2019 15:34,49,1,97
190946,04/01/2019 15:38,73,1,61
183864,04/01/2019 15:39,67,1,95
193289,04/01/2019 15:50,95,1,38
176805,04/01/2019 15:50,9,1,13
176805,04/01/2019 15:50,65,1,8
176914,04/01/2019 15:54,1,1,40
178525,04/01/2019 15:55,15,2,23
178525,04/01/2019 15:55,73,2,82
189955,04/01/2019 15:55,98,1,28
186931,04/01/2019 15:59,54,2,57
177073,04/01/2019 15:59,2,3,10
179029,04/01/2019 16:01,67,1,51
181642,04/01/2019 16:02,7,4,20
189668,04/01/2019 16:03,52,1,20
191236,04/01/2019 16:03,69,1,35
182641,04/01/2019 16:05,44,1,3
188594,04/01/2019 16:05,10,1,48
178126,04/01/2019 16:09,55,1,83
182814,04/01/2019 16:09,10,1,21
191445,04/01/2019 16:11,97,1,14
182644,04/01/2019 16:13,29,1,42
179748,04/01/2019 16:14,68,1,1
177671,04/01/2019 16:14,22,1,9
193206,04/01/2019 16:14,81,1,20
187572,04/01/2019 16:15,31,1,98
181133,04/01/2019 16:16,51,1,1
188468,04/01/2019 16:17,31,1,43
186974,04/01/2019 16:23,2,1,59
191538,04/01/2019 16:29,27,2,12
191538,04/01/2019 16:29,54,1,60
181215,04/01/2019 16:32,96,1,22
190361,04/01/2019 16:35,62,1,80
183789,04/01/2019 16:35,47,1,98
193260,04/01/2019 16:37,19,1,22
192565,04/01/2019 16:37,97,1,68
179899,04/01/2019 16:40,18,1,6
188674,04/01/2019 16:41,32,1,52
185769,04/01/2019 16:47,36,2,49
184452,04/01/2019 16:48,99,1,8
190282,04/01/2019 16:48,15,1,100
177184,04/01/2019 16:49,48,1,64
193699,04/01/2019 16:49,19,1,87
177184,04/01/2019 16:49,101,1,56
188473,04/01/2019 16:52,65,1,87
180105,04/01/2019 17:02,50,1,44
185121,04/01/2019 17:02,42,1,99
191707,04/01/2019 17:07,66,1,8
191707,04/01/2019 17:07,23,1,63
186264,04/01/2019 17:08,44,1,84
177106,04/01/2019 17:10,49,1,25
188854,04/01/2019 17:11,33,1,97
185031,04/01/2019 17:14,6,1,62
184639,04/01/2019 17:15,10,1,97
192602,04/01/2019 17:18,1,1,11
179579,04/01/2019 17:18,100,1,95
185500,04/01/2019 17:22,14,1,72
187224,04/01/2019 17:24,38,1,31
186322,04/01/2019 17:27,19,1,28
190760,04/01/2019 17:29,97,1,24
184403,04/01/2019 17:29,70,1,58
179305,04/01/2019 17:29,35,2,63
179110,04/01/2019 17:30,69,1,70
179504,04/01/2019 17:31,86,1,23
184882,04/01/2019 17:32,79,1,59
180385,04/01/2019 17:32,32,1,51
187506,04/01/2019 17:33,23,2,84
192633,04/01/2019 17:34,41,1,75
185303,04/01/2019 17:34,77,1,12
177658,04/01/2019 17:35,80,1,73
185677,04/01/2019 17:37,48,1,61
182292,04/01/2019 17:41,98,2,72
187641,04/01/2019 17:42,66,1,2
191050,04/01/2019 17:43,43,1,71
181360,04/01/2019 17:43,32,1,68
180088,04/01/2019 17:45,2,1,64
193064,04/01/2019 17:46,1,1,52
190650,04/01/2019 17:53,35,1,61
185030,04/01/2019 18:05,21,1,69
182664,04/01/2019 18:05,96,1,41
178613,04/01/2019 18:06,61,1,27
186562,04/01/2019 18:08,91,1,70
188639,04/01/2019 18:12,64,1,22
189503,04/01/2019 18:12,20,1,3
190325,04/01/2019 18:17,85,1,82
191327,04/01/2019 18:17,87,1,75
180708,04/01/2019 18:17,57,1,28
183108,04/01/2019 18:17,80,1,54
189066,04/01/2019 18:18,50,1,34
187714,04/01/2019 18:22,83,1,35
187325,04/01/2019 18:25,29,1,96
188666,04/01/2019 18:29,35,1,22
192610,04/01/2019 18:29,68,2,96
180587,04/01/2019 18:30,63,1,57
188621,04/01/2019 18:30,5,1,35
187783,04/01/2019 18:31,100,1,100
190284,04/01/2019 18:33,12,1,98
181960,04/01/2019 18:37,77,1,45
193677,04/01/2019 18:38,92,1,85
186738,04/01/2019 18:38,61,1,1
180781,04/01/2019 18:40,3,1,84
190492,04/01/2019 18:44,39,1,13
190798,04/01/2019 18:44,62,2,48
193269,04/01/2019 18:48,25,1,66
189150,04/01/2019 18:50,16,1,70
192903,04/01/2019 18:50,18,1,66
193639,04/01/2019 18:54,94,1,21
189812,04/01/2019 18:55,15,1,85
187098,04/01/2019 18:57,44,1,91
186086,04/01/2019 18:58,11,1,17
183362,04/01/2019 19:03,16,1,87
192000,04/01/2019 19:03,14,1,93
178594,04/01/2019 19:08,91,1,16
180320,04/01/2019 19:09,41,1,24
192176,04/01/2019 19:09,32,3,85
192865,04/01/2019 19:11,9,1,13
181011,04/01/2019 19:11,45,1,74
180518,04/01/2019 19:13,54,1,3
177994,04/01/2019 19:15,58,1,24
179328,04/01/2019 19:19,36,1,39
186180,04/01/2019 19:19,52,1,1
179328,04/01/2019 19:19,83,1,29
179681,04/01/2019 19:20,43,2,86
177758,04/01/2019 19:21,95,1,98
177758,04/01/2019 19:21,17,1,94
186782,04/01/2019 19:23,82,1,54
179518,04/01/2019 19:23,94,1,46
190031,04/01/2019 19:25,41,1,59
189276,04/01/2019 19:26,80,1,55
184532,04/01/2019 19:28,17,1,42
182816,04/01/2019 19:28,78,1,77
185588,04/01/2019 19:28,10,1,20
187099,04/01/2019 19:28,85,1,71
192023,04/01/2019 19:31,9,1,22
186029,04/01/2019 19:36,73,1,47
180874,04/01/2019 19:36,62,1,98
192409,04/01/2019 19:36,26,1,20
180874,04/01/2019 19:36,3,1,4
191568,04/01/2019 19:38,63,1,78
192979,04/01/2019 19:42,90,1,62
182505,04/01/2019 19:43,7,3,96
177951,04/01/1819 12:00,92,1,27
183322,04/01/2019 19:45,18,1,76
182946,04/01/2019 19:45,13,1,85
179308,04/01/2019 19:47,7,2,86
178656,04/01/2019 19:47,93,1,32
188751,04/01/2019 19:48,49,1,56
188751,04/01/2019 19:48,101,1,50
193675,04/01/2019 19:49,14,2,29
191390,04/01/2019 19:49,79,1,70
179584,04/01/2019 19:50,86,1,43
185789,04/01/2019 19:51,90,1,46
184402,04/01/2019 19:53,64,1,44
180230,04/01/2019 19:53,87,1,78
188409,04/01/2019 19:54,90,1,27
178936,04/01/2019 19:54,92,1,36
185234,04/01/2019 19:56,87,3,17
185540,04/01/2019 19:57,83,2,74
191628,04/01/2019 19:58,14,3,2
183572,04/01/2019 19:59,93,1,7
188252,04/01/2019 20:00,27,1,47
180849,04/01/2019 20:01,51,1,70
177773,04/01/2019 20:03,2,1,80
181418,04/01/2019 20:06,54,1,39
192573,04/01/2019 20:08,30,1,20
184188,04/01/2019 20:10,51,1,11
184314,04/01/2019 20:11,11,1,83
185493,04/01/2019 20:12,100,1,62
192068,04/01/2019 20:14,51,1,97
178470,04/01/2019 20:15,46,1,37
183950,04/01/2019 20:16,10,2,30
193741,04/01/2019 20:17,17,1,51
192249,04/01/2019 20:22,13,1,17
191071,04/01/2019 20:22,93,2,33
185937,04/01/2019 20:25,38,1,27
188427,04/01/2019 20:26,84,1,89
177044,04/01/2019 20:31,76,1,92
182274,04/01/2019 20:32,18,1,5
184790,04/01/2019 20:34,95,1,17
190512,04/01/2019 20:35,13,1,90
190512,04/01/2019 20:35,69,1,46
190512,04/01/2019 20:35,19,1,67
189322,04/01/2019 20:36,5,2,60
181361,04/01/2019 20:37,78,1,21
190383,04/01/2019 20:37,91,1,18
179270,04/01/2019 20:38,73,1,68
179270,04/01/2019 20:38,46,1,61
191386,04/01/2019 20:38,22,1,10
192051,04/01/2019 20:39,79,1,84
192713,04/01/2019 20:45,33,1,72
184665,04/01/2019 20:45,24,1,9
178712,04/01/2019 20:48,63,1,35
189334,04/01/2019 20:50,58,1,32
183024,04/01/2019 20:51,72,1,18
187902,04/01/2019 20:52,42,1,1
187895,04/01/2019 20:54,33,3,73
176775,04/01/2019 20:56,100,2,24
186955,04/01/2019 20:58,27,1,45
190864,04/01/2019 20:59,92,1,95
190549,04/01/2019 21:00,78,1,32
185779,04/01/2019 21:02,6,1,15
188087,04/01/2019 21:03,32,1,48
178037,04/01/2019 21:03,29,3,23
188087,04/01/2019 21:03,54,1,70
192992,04/01/2019 21:06,71,1,76
185175,04/01/2019 21:07,25,1,20
187607,04/01/2019 21:07,42,1,55
181477,04/01/2019 21:07,65,1,86
189719,04/01/2019 21:07,69,1,63
183118,04/01/2019 21:08,17,1,84
190643,04/01/2019 21:08,17,1,77
178526,04/01/2019 21:10,71,1,14
183253,04/01/2019 21:10,59,2,44
187072,04/01/2019 21:13,71,1,51
179515,04/01/2019 21:13,5,1,19
183811,04/01/2019 21:15,59,1,34
190575,04/01/2019 21:17,20,1,8
179998,04/01/2019 21:17,85,1,75
179998,04/01/2019 21:17,47,1,2
178983,04/01/2019 21:17,47,1,100
177268,04/01/2019 21:21,33,2,5
188589,04/01/2019 21:23,38,1,40
188589,04/01/2019 21:23,32,1,28
178151,04/01/2019 21:28,18,1,73
188860,04/01/2019 21:30,59,1,97
188393,04/01/2019 21:34,21,2,6
188967,04/01/2019 21:36,31,1,65
190073,04/01/2019 21:38,35,1,70
181298,04/01/2019 21:39,20,1,58
176626,04/01/2019 21:40,10,1,29
180431,04/01/2019 21:40,84,1,29
193917,04/01/2019 21:41,99,1,7
178653,04/01/2019 21:41,26,1,85
192580,04/01/2019 21:43,95,2,96
176956,04/01/2019 21:43,11,1,58
182652,04/01/2019 21:44,68,2,11
191142,04/01/2019 21:44,93,1,14
190952,04/01/2019 21:45,74,1,62
189511,04/01/2019 21:47,82,2,94
187670,04/01/2019 21:50,95,1,91
187479,04/01/2019 21:51,34,1,81
189412,04/01/2019 21:52,45,1,59
179816,04/01/2019 21:52,53,1,22
189564,04/01/2019 21:55,17,1,91
185786,04/01/2019 21:58,9,1,41
190225,04/01/2019 21:58,37,1,94
188099,04/01/2019 22:03,47,1,66
178622,04/01/2019 22:05,5,1,14
189942,04/01/2019 22:07,99,1,60
189942,04/01/2019 22:07,15,1,94
188570,04/01/2019 22:08,73,1,95
179223,04/01/2019 22:09,21,1,32
184178,04/01/2019 22:12,50,1,67
190947,04/01/2019 22:15,48,1,8
178128,04/01/2019 22:21,52,1,46
189119,04/01/2019 22:22,61,1,36
179971,04/01/2019 22:27,20,1,12
179357,04/01/2019 22:28,58,1,21
179357,04/01/2019 22:28,53,1,82
181542,04/01/2019 22:30,87,1,23
187215,04/01/2019 22:34,49,1,78
187215,04/01/2019 22:34,82,1,41
179872,04/01/2019 22:35,90,1,55
193538,04/01/2019 22:40,15,1,3
178390,04/01/2019 22:49,99,1,44
191291,04/01/2019 22:57,82,1,26
182237,04/01/2019 22:57,7,1,97
184796,04/01/2019 22:58,43,1,78
187900,04/01/2019 23:00,43,1,57
176803,04/01/2019 23:00,38,1,80
185644,04/01/2019 23:07,57,1,26
176753,04/01/2019 23:07,26,1,27
188416,04/01/2019 23:10,72,1,84
177454,04/01/2019 23:13,56,1,49
178420,04/01/2019 23:13,96,1,86
186883,04/01/2019 23:17,94,1,25
177303,04/01/2019 23:19,34,1,7
185590,04/01/2019 23:20,79,1,49
185906,04/01/2019 23:23,83,1,6
180630,04/01/2019 23:29,76,1,37
192853,04/01/2019 23:30,44,2,68
183323,04/01/2019 23:32,98,2,11
184327,04/01/2019 23:33,59,2,79
179513,04/01/2019 23:41,60,1,21
181018,04/01/2019 23:41,3,2,15
188183,04/01/2019 23:46,30,1,5
187346,04/01/2019 23:52,39,1,86
183525,04/01/2019 23:55,58,1,9
187407,04/01/2019 23:59,85,1,24
186384,04/02/2019 0:00,87,1,60
186384,04/02/2019 0:00,75,1,54
182374,04/02/2019 0:00,92,1,63
182374,04/02/2019 0:00,77,1,98
187829,04/02/2019 0:04,54,1,47
177710,04/02/2019 0:05,40,1,1
184249,04/02/2019 0:05,77,1,58
192125,04/02/2019 0:13,54,1,13
179734,04/02/2019 0:16,14,2,21
192208,04/02/2019 0:19,26,1,59
180246,04/02/2019 0:23,100,2,19
183029,04/02/2019 0:23,52,1,20
183015,04/02/2019 0:25,53,1,20
179324,04/02/2019 0:25,64,1,43
183974,04/02/2019 0:31,59,1,78
179511,04/02/2019 0:31,61,1,69
182400,04/02/2019 0:37,35,1,1
190618,04/02/2019 0:37,6,1,59
186959,04/02/2019 0:38,100,2,4
180853,04/02/2019 0:41,86,1,65
178693,04/02/2019 0:45,76,1,26
182476,04/02/2019 0:52,75,1,99
191227,04/02/2019 0:53,94,1,93
190159,04/02/2019 0:58,28,1,29
183508,04/02/2019 1:14,25,1,11
186814,04/02/2019 1:28,16,1,2
187612,04/02/2019 1:31,70,1,18
187319,04/02/2019 1:34,80,1,13
180639,04/02/2019 1:53,8,1,70
189148,04/02/2019 2:22,64,1,70
190987,04/02/2019 2:54,101,1,75
187825,04/02/2019 3:00,68,2,67
187671,04/02/2019 3:04,25,1,86
190059,04/02/2019 3:07,92,1,55
176588,04/02/2019 4:00,10,1,79
192212,04/02/2019 4:15,70,1,79
187384,04/02/2019 4:28,37,2,35
181428,04/02/2019 4:34,45,1,64
182062,04/02/2019 4:54,29,1,89
180649,04/02/2019 4:56,78,1,50
193693,04/02/2019 5:33,16,1,78
180140,04/02/2019 5:55,54,3,96
187984,04/02/2019 6:00,44,1,22
189036,04/02/2019 6:06,29,3,15
189036,04/02/2019 6:06,89,1,7
193151,04/02/2019 6:14,94,1,90
186846,04/02/2019 6:15,10,2,56
180976,04/02/2019 6:21,80,1,2
181434,04/02/2019 6:23,80,1,27
189061,04/02/2019 6:26,33,1,46
183157,04/02/2019 6:35,36,1,81
193889,04/02/2019 6:38,84,1,29
177068,04/02/2019 6:53,46,1,77
180969,04/02/2019 6:53,50,1,41
190730,04/02/2019 6:57,14,1,2
178114,04/02/2019 7:04,15,1,31
188395,04/02/2019 7:07,57,2,60
192391,04/02/2019 7:13,19,1,43
185449,04/02/2019 7:35,42,1,58
193659,04/02/2019 7:41,70,2,44
176563,04/02/2019 7:46,41,1,57
177506,04/02/2019 7:46,88,1,92
177506,04/02/2019 7:46,30,1,21
188386,04/02/2019 7:49,4,1,87
186404,04/02/2019 7:55,8,1,88
180571,04/02/2019 7:59,44,1,56
178179,04/02/2019 8:02,64,1,35
186425,04/02/2019 8:03,12,1,66
181799,04/02/2019 8:12,83,1,3
181207,04/02/2019 8:14,61,1,92
191217,04/02/2019 8:26,41,1,7
186082,04/02/2019 8:31,84,1,12
189080,04/02/2019 8:32,8,1,71
192690,04/02/2019 8:35,51,1,83
182686,04/02/2019 8:41,28,1,13
188933,04/02/2019 8:42,8,1,54
180206,04/02/2019 8:43,56,1,19
188915,04/02/2019 8:45,14,1,85
179723,04/02/2019 8:45,19,1,25
184596,04/02/2019 8:48,94,1,46
185726,04/02/2019 8:50,56,1,13
188266,04/02/2019 8:51,66,1,83
189486,04/02/2019 8:52,60,1,33
188825,04/02/2019 8:55,6,1,4
176675,04/02/2019 9:02,48,1,70
183270,04/02/2019 9:03,87,1,53
184573,04/02/2019 9:04,72,1,75
190516,04/02/2019 9:05,22,1,94
185594,04/02/2019 9:07,83,1,29
186363,04/02/2019 9:08,54,1,85
176595,04/02/2019 9:11,37,3,16
192136,04/02/2019 9:14,93,1,32
191731,04/02/2019 9:15,75,1,16
183450,04/02/2019 9:15,45,1,27
192225,04/02/2019 9:20,18,1,42
193428,04/02/2019 9:21,32,1,85
177052,04/02/2019 9:30,50,2,82
186875,04/02/2019 9:30,5,1,76
190517,04/02/2019 9:30,12,1,69
179214,04/02/2019 9:41,47,1,9
184806,04/02/2019 9:41,71,1,24
182052,04/02/2019 9:43,101,1,78
185388,04/02/2019 9:43,57,1,8
184771,04/02/2019 9:44,19,1,22
181087,04/02/2019 9:45,60,1,36
193803,04/02/2019 9:45,54,1,54
193302,04/02/2019 9:46,13,1,37
180852,04/02/2019 9:47,72,1,41
189389,04/02/2019 9:48,5,1,93
